Details,Posting Date,Description,Amount,Type,Balance,Check or Slip #
DEBIT,03/16/2026,"PAYPAL           INST XFER  TRADERJACKS     WEB ID: PAYPALSI77",-140.00,ACH_DEBIT,1313.21,,
DEBIT,03/16/2026,"NEWREZ-SHELLPOIN ACH PMT                    PPD ID: 6371542226",-2100.57,ACH_DEBIT,1453.21,,
DEBIT,03/16/2026,"PEACE WITHIN THE MIN support@simpl PA        03/16",-20.00,DEBIT_CARD,3553.78,,
DEBIT,03/16/2026,"CHASE CREDIT CRD AUTOPAY                    PPD ID: 4760039224",-193.00,ACH_DEBIT,3573.78,,
DEBIT,03/16/2026,"Online Transfer to  CHK ...1108 transaction#: 28363633915 03/16",-40.00,ACCT_XFER,3766.78,,
DEBIT,03/16/2026,"GIANT EAGLE #1241 BRIDGEVILLE PA             03/15",-85.85,DEBIT_CARD,3806.78,,
DEBIT,03/16/2026,"APPLE.COM/BILL 866-712-7753 CA               03/15",-26.73,DEBIT_CARD,3892.63,,
DEBIT,03/16/2026,"CHEWY.COM 786-320-7111 FL                    03/15",-59.96,DEBIT_CARD,3919.36,,
DEBIT,03/16/2026,"APPLE.COM/BILL 866-712-7753 CA               03/14",-21.04,DEBIT_CARD,3979.32,,
DEBIT,03/16/2026,"LOWES #01200* PITTSBURGH PA                  03/13",-272.00,DEBIT_CARD,4000.36,,
DEBIT,03/16/2026,"COSTCO WHSE #0332 PITTSBURGH PA              03/13",-2.97,DEBIT_CARD,4272.36,,
DEBIT,03/16/2026,"COSTCO WHSE #0332 PITTSBURGH PA              03/13",-200.95,DEBIT_CARD,4275.33,,
DEBIT,03/16/2026,"AMFAM INSURANCE PX7 800-535-2001 WI          03/13",-321.80,DEBIT_CARD,4476.28,,
DEBIT,03/13/2026,"BJS WHOLESALE #3 4000 BRIDGEVILLE PA 363712  03/13",-40.02,DEBIT_CARD,4798.08,,
DEBIT,03/13/2026,"APPLE.COM/BILL 866-712-7753 CA               03/13",-34.23,DEBIT_CARD,4838.10,,
DEBIT,03/13/2026,"BJS WHOLESALE #388 BRIDGEVILLE PA            03/12",-240.15,DEBIT_CARD,4872.33,,
DEBIT,03/13/2026,"PA DRIVER & VEHICLE MICHAPATTE@PA PA         03/12",-283.00,DEBIT_CARD,5112.48,,
DEBIT,03/13/2026,"WM.COM 866-909-4458 TX                       03/12",-13.77,DEBIT_CARD,5395.48,,
DEBIT,03/13/2026,"ECSI HEARTLAND ECSI PA 888-5493274 PA        03/12",-12.30,DEBIT_CARD,5409.25,,
DEBIT,03/13/2026,"GOOGLE *YouTubePremi g.co/helppay# CA        03/12",-24.60,DEBIT_CARD,5421.55,,
DEBIT,03/13/2026,"APPLE.COM/BILL 866-712-7753 CA               03/12",-3.20,DEBIT_CARD,5446.15,,
CREDIT,03/13/2026,"GOOGLE LLC       PAYROLL                    PPD ID: J770493581",398.70,ACH_CREDIT,5449.35,,
CREDIT,03/13/2026,"GOOGLE LLC       PAYROLL                    PPD ID: J770493581",3512.72,ACH_CREDIT,5050.65,,
DEBIT,03/12/2026,"MICROSOFT*REALMS JAVA REDMOND WA             03/12",-8.55,DEBIT_CARD,1537.93,,
DEBIT,03/12/2026,"MICROSOFT*REALMS JAVA REDMOND WA             03/12",-8.55,DEBIT_CARD,1546.48,,
DEBIT,03/12/2026,"APPLE.COM/BILL 866-712-7753 CA               03/11",-10.69,DEBIT_CARD,1555.03,,
DEBIT,03/12/2026,"DNH*GODADDY 480-505-8855 AZ                  03/11",-52.98,DEBIT_CARD,1565.72,,
DEBIT,03/11/2026,"Online Payment 27968852899 To Washington Financial Bank 03/11",-6345.06,BILLPAY,1618.70,,
DEBIT,03/11/2026,"APPLE.COM/BILL 866-712-7753 CA               03/11",-53.49,DEBIT_CARD,7963.76,,
DEBIT,03/11/2026,"CONNECTED HEALTH WWW.CONNECTED PA            03/11",-240.00,DEBIT_CARD,8017.25,,
DEBIT,03/11/2026,"BJ'S FUEL #9388 BRIDGEVILLE PA               03/10",-67.59,DEBIT_CARD,8257.25,,
DEBIT,03/11/2026,"CONNECTED HEALTH PHARM 724-9334320 PA        03/10",-52.00,DEBIT_CARD,8324.84,,
DEBIT,03/10/2026,"SELECTBLINDS, LLC CHANDLER AZ                03/10",-194.83,DEBIT_CARD,8376.84,,
DEBIT,03/10/2026,"PAYPAL           INST XFER  STEAM GAMES     WEB ID: PAYPALSI77",-1.72,ACH_DEBIT,8571.67,,
DEBIT,03/10/2026,"SHANTI BLISS WELLNES WWW.SHANTIBLI PA        03/10",-20.00,DEBIT_CARD,8573.39,,
DEBIT,03/10/2026,"SOLAR SERVICING  SURE PAY                   PPD ID: CSCSM67178",-220.80,ACH_DEBIT,8593.39,,
DEBIT,03/10/2026,"AMAZON MKTPL*BD0OF6L Amzn.com/bill WA        03/09",-29.20,DEBIT_CARD,8814.19,,
DEBIT,03/10/2026,"NATIONAL AVIARY PITTSBURGH PA                03/09",-7.00,DEBIT_CARD,8843.39,,
DEBIT,03/10/2026,"NATIONAL AVIARY - ECO 412-323-7235 PA        03/09",-70.00,DEBIT_CARD,8850.39,,
DEBIT,03/10/2026,"AMAZON MKTPL*BD3Q19F Amzn.com/bill WA        03/09",-20.66,DEBIT_CARD,8920.39,,
DEBIT,03/10/2026,"AMAZON MKTPL*BE13529 Amzn.com/bill WA        03/10",-50.35,DEBIT_CARD,8941.05,,
DEBIT,03/10/2026,"AMAZON MKTPL*BP5DX9E Amzn.com/bill WA        03/10",-50.35,DEBIT_CARD,8991.40,,
DEBIT,03/09/2026,"CVS/PHARMACY #03999 CARNEGIE PA              03/09",-6.09,DEBIT_CARD,9041.75,,
DEBIT,03/09/2026,"PEACE WITHIN THE MIN support@simpl PA        03/09",-20.00,DEBIT_CARD,9047.84,,
DEBIT,03/09/2026,"Online Transfer to  CHK ...1108 transaction#: 28281040157 03/09",-40.00,ACCT_XFER,9067.84,,
DEBIT,03/09/2026,"PAYPAL           INST XFER  PATREON  MEMBER WEB ID: PAYPALSI77",-8.46,ACH_DEBIT,9107.84,,
DEBIT,03/09/2026,"COMCAST-XFINITY  CABLE SVCS                 PPD ID: 0000213249",-40.00,ACH_DEBIT,9116.30,,
DEBIT,03/09/2026,"PAYPAL           INST XFER  MEDIUM.COM      WEB ID: PAYPALSI77",-50.00,ACH_DEBIT,9156.30,,
DEBIT,03/09/2026,"BMWFINANCIAL SVS BMWFS PYMT                 PPD ID: 1222568977",-760.30,ACH_DEBIT,9206.30,,
DEBIT,03/09/2026,"BJS.COM EXP 800-257-2582 MA                  03/08",-170.19,DEBIT_CARD,9966.60,,
DEBIT,03/09/2026,"MARKET DISTRICT #0014 BETHEL PARK PA         03/08",-456.49,DEBIT_CARD,10136.79,,
DEBIT,03/09/2026,"UBR* PENDING.UBER.CO SAN FRANCISCO CA        03/07",-39.93,DEBIT_CARD,10593.28,,
DEBIT,03/09/2026,"UBER   *EATS HELP.UBER.COM CA                03/08",-165.80,DEBIT_CARD,10633.21,,
DEBIT,03/09/2026,"CVS/PHARMACY #03999 CARNEGIE PA              03/07",-5.43,DEBIT_CARD,10799.01,,
DEBIT,03/09/2026,"GM Financial     GMF Pymt                   PPD ID: I522190781",-1487.10,ACH_DEBIT,10804.44,,
DEBIT,03/09/2026,"BJS WHOLESALE #388 BRIDGEVILLE PA            03/06",-247.06,DEBIT_CARD,12291.54,,
DEBIT,03/06/2026,"UBR* PENDING.UBER.CO SAN FRANCISCO CA        03/06",-65.97,DEBIT_CARD,12538.60,,
DEBIT,03/06/2026,"Online Transfer to  SAV ...8999 transaction#: 28321652267",-200.00,ACCT_XFER,12604.57,,
DEBIT,03/06/2026,"Online Transfer to  SAV ...5329 transaction#: 28321672149",-200.00,ACCT_XFER,12804.57,,
DEBIT,03/06/2026,"Online Transfer to  SAV ...5337 transaction#: 28321656358",-200.00,ACCT_XFER,13004.57,,
DEBIT,03/05/2026,"UBER * EATS PENDING SAN FRANCISCO CA         03/05",-69.07,DEBIT_CARD,13204.57,,
DEBIT,03/05/2026,"Online Transfer to SAV ...9301 transaction#: 28317350243 03/05",-4000.00,ACCT_XFER,13273.64,,
DEBIT,03/05/2026,"JFI*PREMIER MARTIAL AR justifi.ai PA         03/05",-194.00,DEBIT_CARD,17273.64,,
DEBIT,03/05/2026,"Online Transfer to  CHK ...0459 transaction#: 27957099869 03/05",-500.00,ACCT_XFER,17467.64,,
DEBIT,03/05/2026,"Online Transfer to  CHK ...4072 transaction#: 27957167368 03/05",-500.00,ACCT_XFER,17967.64,,
DEBIT,03/05/2026,"APPLE.COM/BILL 866-712-7753 CA               03/05",-37.41,DEBIT_CARD,18467.64,,
DEBIT,03/05/2026,"PEACE OF MIND PSYCHIAT 412-3197866 PA        03/04",-20.00,DEBIT_CARD,18505.05,,
DEBIT,03/04/2026,"Online Payment 27943887618 To Northwest 03/04",-200.00,BILLPAY,18525.05,,
DEBIT,03/04/2026,"SQ *GRANDPA JOE'S CANDY Canonsburg PA        03/03",-185.40,DEBIT_CARD,18725.05,,
DEBIT,03/04/2026,"SHANTI BLISS WELLNES WWW.SHANTIBLI PA        03/03",-20.00,DEBIT_CARD,18910.45,,
DEBIT,03/04/2026,"THE BOROUGH OF CANONSBU CANONSBURG PA        03/03",-1.00,DEBIT_CARD,18930.45,,
DEBIT,03/04/2026,"CANON HILL VETERINARY 724-7460128 PA         03/03",-182.00,DEBIT_CARD,18931.45,,
DEBIT,03/04/2026,"Amazon.com*BP09Y23H2 Amzn.com/bill WA        03/03",-31.72,DEBIT_CARD,19113.45,,
DEBIT,03/04/2026,"Amazon.com*B92XW3U50 Amzn.com/bill WA        03/03",-31.93,DEBIT_CARD,19145.17,,
DEBIT,03/03/2026,"NEWBURY NEIGHBOR Assn Dues  64368541        WEB ID: HOAPAYMENT",-128.00,ACH_DEBIT,19177.10,,
DEBIT,03/03/2026,"FirstEnergy      OPCO-ACH                   PPD ID: 1341968288",-603.89,ACH_DEBIT,19305.10,,
DEBIT,03/03/2026,"BJS WHOLESALE #388 BRIDGEVILLE PA            03/02",-323.60,DEBIT_CARD,19908.99,,
DEBIT,03/03/2026,"SQ *PEACE WITHIN THE MI gosq.com PA          03/02",-140.00,DEBIT_CARD,20232.59,,
DEBIT,03/03/2026,"BJS.COM EXP 800-257-2582 MA                  03/02",-17.64,DEBIT_CARD,20372.59,,
DEBIT,03/03/2026,"IPHONE CITIZ*PMT 17 OF 888-2016306 CT        03/02",-62.41,DEBIT_CARD,20390.23,,
DEBIT,03/02/2026,"DOMESTIC INCOMING WIRE FEE",-15.00,FEE_TRANSACTION,20452.64,,
DEBIT,03/02/2026,"Online Transfer to CHK ...0459 transaction#: 28283259524 03/02",-432.00,ACCT_XFER,20467.64,,
DEBIT,03/02/2026,"Online Transfer to CHK ...1108 transaction#: 28281040119 03/02",-40.00,ACCT_XFER,20899.64,,
DEBIT,03/02/2026,"Online Payment 27917803916 To Northwest 03/02",-200.00,BILLPAY,20939.64,,
DEBIT,03/02/2026,"VERIZON*RECURRING PAY 800-VERIZON FL         03/02",-89.99,DEBIT_CARD,21139.64,,
DEBIT,03/02/2026,"PAYPAL           INST XFER  SPOTIFY*P3FEABD WEB ID: PAYPALSI77",-23.53,ACH_DEBIT,21229.63,,
DEBIT,03/02/2026,"APPLECARD GSBANK PAYMENT    466580          WEB ID: 9999999999",-99.00,ACH_DEBIT,21253.16,,
DEBIT,03/02/2026,"APPLE.COM/BILL 866-712-7753 CA               03/02",-23.52,DEBIT_CARD,21352.16,,
DEBIT,03/02/2026,"FIREBIRDS OF S FAYETTE BRIDGEVILLE PA        03/01",-96.51,DEBIT_CARD,21375.68,,
DEBIT,03/02/2026,"APPLE.COM/BILL 866-712-7753 CA               02/28",-39.73,DEBIT_CARD,21472.19,,
DEBIT,03/02/2026,"APPLE.COM/BILL 866-712-7753 CA               02/28",-8.55,DEBIT_CARD,21511.92,,
DEBIT,03/02/2026,"APPLE.COM/BILL 866-712-7753 CA               02/28",-29.99,DEBIT_CARD,21520.47,,
DEBIT,03/02/2026,"CHEWY.COM 786-320-7111 FL                    02/28",-59.96,DEBIT_CARD,21550.46,,
DEBIT,03/02/2026,"AMAZON MKTPL*BE9PS1Q Amzn.com/bill WA        02/28",-22.25,DEBIT_CARD,21610.42,,
DEBIT,03/02/2026,"AMAZON MKTPL*B90EW8T Amzn.com/bill WA        02/28",-53.24,DEBIT_CARD,21632.67,,
DEBIT,03/02/2026,"MARKET DISTRICT #0014 BETHEL PARK PA         02/27",-405.61,DEBIT_CARD,21685.91,,
CREDIT,03/02/2026,"FEDWIRE CREDIT VIA: WELLS FARGO BANK, N.A./121000248 B/O: 1/GOOG: ALPHABET INC CLASS C OMNIBU3/US/SAN FRANCISCO,94105,CA REF: CHASE NYC/CTR/BNF=ANN BURSEY OR ADAM DREW BURSEY BRIDGEVILLE PA 15017- 2079 US/AC-000009760616 RFB=NOTPROV IDED OBI=/ULTD/ADAM BURSEY/US/BRIDG EVILLE BBI=/CHGS/USD0,00/CHGS/USD0, 0 IMAD: 0302I1B7032R014155 TRN: 0834211061FF",16095.79,WIRE_INCOMING,22091.52,,
DEBIT,02/27/2026,"MICHAELS STORES 9944 4 BETHEL PARK PA        02/27",-54.00,DEBIT_CARD,5995.73,,
DEBIT,02/27/2026,"SOERGEL GREENHOUSES WEXFORD PA               02/27",-47.21,DEBIT_CARD,6049.73,,
DEBIT,02/27/2026,"WOOFLES PREMIER PET R 412-249-8201 PA        02/26",-36.00,DEBIT_CARD,6096.94,,
DEBIT,02/27/2026,"GOOGLE *Google One 855-836-3987 CA           02/27",-26.74,DEBIT_CARD,6132.94,,
CREDIT,02/27/2026,"GOOGLE LLC       PAYROLL                    PPD ID: J770493581",3808.90,ACH_CREDIT,6159.68,,
DEBIT,02/26/2026,"SOUTH FAYETTE MA PAYMENTS   0001006617.2    WEB ID: 1251250775",-322.88,ACH_DEBIT,2350.78,,
DEBIT,02/26/2026,"APPLE.COM/BILL 866-712-7753 CA               02/26",-42.77,DEBIT_CARD,2673.66,,
DEBIT,02/26/2026,"WOOFLES PREMIER PET R 412-249-8201 PA        02/25",-36.00,DEBIT_CARD,2716.43,,
DEBIT,02/25/2026,"ATM WITHDRAWAL                       009161  02/251163 WASH",-1095.00,ATM,2752.43,,
DEBIT,02/25/2026,"PENNSYLVANIA-AME PAYMENT                    PPD ID: 7251008096",-180.18,ACH_DEBIT,3847.43,,
DEBIT,02/25/2026,"WOOFLES PREMIER PET R 412-249-8201 PA        02/24",-36.00,DEBIT_CARD,4027.61,,
DEBIT,02/25/2026,"APPLE.COM/BILL 866-712-7753 CA               02/24",-16.02,DEBIT_CARD,4063.61,,
DEBIT,02/25/2026,"SHANTI BLISS WELLNES WWW.SHANTIBLI PA        02/24",-20.00,DEBIT_CARD,4079.63,,
DEBIT,02/25/2026,"APPLE.COM/BILL 866-712-7753 CA               02/24",-26.72,DEBIT_CARD,4099.63,,
CREDIT,02/24/2026,"INTEREST PAYMENT",0.07,MISC_CREDIT,4126.35,,
DEBIT,02/24/2026,"KEYCHRON         IAT PAYPAL 1048511983426   WEB ID: 770510487C",-40.20,ACH_DEBIT,4126.28,,
DEBIT,02/24/2026,"PEOPLES NATURAL  GAS BILL                   PPD ID: 9849096001",-378.08,ACH_DEBIT,4166.48,,
DEBIT,02/24/2026,"EARNEST NRI MO   AUTOPAY                    PPD ID: H431261525",-753.49,ACH_DEBIT,4544.56,,
DEBIT,02/24/2026,"WOOFLES PREMIER PET R 412-249-8201 PA        02/23",-31.09,DEBIT_CARD,5298.05,,
DEBIT,02/24/2026,"UBER   *EATS HELP.UBER.COM CA                02/23",-143.13,DEBIT_CARD,5329.14,,
DEBIT,02/23/2026,"PAYPAL           INST XFER  ADOBE INC ADOBE WEB ID: PAYPALSI77",-42.39,ACH_DEBIT,5472.27,,
DEBIT,02/23/2026,"PAYPAL           INST XFER  ABCOUNSELINGNOW WEB ID: PAYPALSI77",-125.00,ACH_DEBIT,5514.66,,
DEBIT,02/23/2026,"CHASE CREDIT CRD AUTOPAY                    PPD ID: 4760039224",-2656.73,ACH_DEBIT,5639.66,,
DEBIT,02/23/2026,"LJS70014 LAKE STATION IN                     02/22",-19.23,DEBIT_CARD,8296.39,,
DEBIT,02/23/2026,"CVS/PHARMACY #03 03999 CARNEGIE PA   233861  02/22",-74.95,DEBIT_CARD,8315.62,,
DEBIT,02/23/2026,"BJS WHOLESALE #388 BRIDGEVILLE PA            02/22",-174.56,DEBIT_CARD,8390.57,,
DEBIT,02/23/2026,"DUNKIN #356242 412-321-0313 PA               02/22",-67.30,DEBIT_CARD,8565.13,,
DEBIT,02/23/2026,"WWW.CVS.COM 888-607-4287 RI                  02/22",-20.50,DEBIT_CARD,8632.43,,
DEBIT,02/23/2026,"McDonalds 6822 BRIDGEVILLE PA                02/22",-54.00,DEBIT_CARD,8652.93,,
DEBIT,02/23/2026,"WOOFLES PREMIER PET R 412-249-8201 PA        02/21",-36.00,DEBIT_CARD,8706.93,,
DEBIT,02/23/2026,"WOOFLES PREMIER PET R 412-249-8201 PA        02/21",-100.00,DEBIT_CARD,8742.93,,
DEBIT,02/23/2026,"ATT              PAYMENT                    PPD ID: 9864031004",-350.18,MISC_DEBIT,8842.93,,
DEBIT,02/23/2026,"RAISING CANES 0933 MO 972-769-3100 PA        02/21",-85.26,DEBIT_CARD,9193.11,,
DEBIT,02/23/2026,"WOOFLES PREMIER PET R 412-249-8201 PA        02/20",-36.00,DEBIT_CARD,9278.37,,
DEBIT,02/20/2026,"CVS/PHARMACY #03999 CARNEGIE PA              02/20",-51.99,DEBIT_CARD,9314.37,,
DEBIT,02/20/2026,"BOBBY RAHAL BMW CANONSBURG PA        152560  02/20",-106.75,DEBIT_CARD,9366.36,,
DEBIT,02/20/2026,"ADVS ED SERV PPD STUDNTLOAN                 PPD ID: 9102001101",-660.76,ACH_DEBIT,9473.11,,
DEBIT,02/20/2026,"WOOFLES PREMIER PET R 412-249-8201 PA        02/19",-36.00,DEBIT_CARD,10133.87,,
DEBIT,02/20/2026,"BJS WHOLESALE #388 BRIDGEVILLE PA            02/19",-157.66,DEBIT_CARD,10169.87,,
CREDIT,02/20/2026,"Online Transfer from CHK ...0459 transaction#: 28143878000",108.00,ACCT_XFER,10327.53,,
DEBIT,02/19/2026,"Netflix.com netflix.com CA                   02/19",-26.74,DEBIT_CARD,10219.53,,
DEBIT,02/19/2026,"TRACTOR SUPPLY   ONLINE PMT 601938573400596 WEB ID: CITICTP",-618.96,ACH_DEBIT,10246.27,,
DEBIT,02/19/2026,"WOOFLES PREMIER PET R 412-249-8201 PA        02/18",-36.00,DEBIT_CARD,10865.23,,
DEBIT,02/19/2026,"CANON HILL VETERINARY 724-7460128 PA         02/18",-1199.50,DEBIT_CARD,10901.23,,
DEBIT,02/19/2026,"SHANTI BLISS WELLNES WWW.SHANTIBLI PA        02/18",-40.00,DEBIT_CARD,12100.73,,
DEBIT,02/18/2026,"GIANT EAGLE #1241 BRIDGEVILLE PA             02/18",-84.76,DEBIT_CARD,12140.73,,
DEBIT,02/18/2026,"WENDYS 2361 BRIDGEVILLE PA                   02/18",-12.78,DEBIT_CARD,12225.49,,
DEBIT,02/18/2026,"ATM WITHDRAWAL                       008981  02/181163 WASH",-1100.00,ATM,12238.27,,
DEBIT,02/18/2026,"TROPICAL SMOOTHIE CAFE 240-3205530 VA        02/17",-10.96,DEBIT_CARD,13338.27,,
DEBIT,02/18/2026,"WOOFLES PREMIER PET R 412-249-8201 PA        02/17",-36.00,DEBIT_CARD,13349.23,,
DEBIT,02/18/2026,"APPLE.COM/BILL 866-712-7753 CA               02/18",-32.07,DEBIT_CARD,13385.23,,
DEBIT,02/18/2026,"GIANT EAGLE #1241 BRIDGEVILLE PA             02/17",-266.83,DEBIT_CARD,13417.30,,
DEBIT,02/18/2026,"PITTSBURGH MOBILE VET 141-25098215 PA        02/17",-1040.95,DEBIT_CARD,13684.13,,
DEBIT,02/17/2026,"NEWREZ-SHELLPOIN ACH PMT                    PPD ID: 6371542226",-2100.27,ACH_DEBIT,14725.08,,
DEBIT,02/17/2026,"PAYPAL           INST XFER  TRADERJACKS     WEB ID: PAYPALSI77",-60.00,ACH_DEBIT,16825.35,,
DEBIT,02/17/2026,"PAYPAL           INST XFER  TRADERJACKS     WEB ID: PAYPALSI77",-140.00,ACH_DEBIT,16885.35,,
DEBIT,02/17/2026,"CHASE CREDIT CRD AUTOPAY                    PPD ID: 4760039224",-168.00,ACH_DEBIT,17025.35,,
DEBIT,02/17/2026,"TRACTOR SUPPLY   AUTO PYMT  721910233980551 WEB ID: CITIAUTFDR",-250.00,MISC_DEBIT,17193.35,,
DEBIT,02/17/2026,"CONNECTED HEALTH WWW.CONNECTED PA            02/17",-477.00,DEBIT_CARD,17443.35,,
DEBIT,02/17/2026,"WOOFLES PREMIER PET R 412-249-8201 PA        02/16",-42.42,DEBIT_CARD,17920.35,,
DEBIT,02/17/2026,"VIOC 060142 WASHINGTON PA                    02/16",-143.06,DEBIT_CARD,17962.77,,
DEBIT,02/17/2026,"BJ'S FUEL #9388 BRIDGEVILLE PA               02/16",-71.90,DEBIT_CARD,18105.83,,
DEBIT,02/17/2026,"KITTRIDGE DERMATOLOGY PITTSBURGH PA          02/16",-135.00,DEBIT_CARD,18177.73,,
DEBIT,02/17/2026,"BJS WHOLESALE #388 BRIDGEVILLE PA            02/15",-112.44,DEBIT_CARD,18312.73,,
DEBIT,02/17/2026,"WOOFLES PREMIER PET R 412-249-8201 PA        02/14",-36.00,DEBIT_CARD,18425.17,,
DEBIT,02/17/2026,"COSTCO WHSE #0332 PITTSBURGH PA              02/14",-306.17,DEBIT_CARD,18461.17,,
DEBIT,02/17/2026,"APPLE.COM/BILL 866-712-7753 CA               02/14",-96.29,DEBIT_CARD,18767.34,,
DEBIT,02/17/2026,"PARKING IN PITTSBURGH 3 PITTSBURGH PA        02/14",-3.00,DEBIT_CARD,18863.63,,
DEBIT,02/17/2026,"Online Transfer to CHK ...4072 transaction#: 28074263635 02/17",-25.00,ACCT_XFER,18866.63,,
DEBIT,02/17/2026,"ROBINSON ANIMAL HOSPI MCKEES ROCKS PA        02/14",-55.40,DEBIT_CARD,18891.63,,
DEBIT,02/17/2026,"APPLE.COM/BILL 866-712-7753 CA               02/14",-23.52,DEBIT_CARD,18947.03,,
DEBIT,02/17/2026,"CHEWY.COM 786-320-7111 FL                    02/15",-59.96,DEBIT_CARD,18970.55,,
DEBIT,02/17/2026,"APPLE.COM/BILL 866-712-7753 CA               02/14",-21.04,DEBIT_CARD,19030.51,,
DEBIT,02/17/2026,"CLUBHOUSE CARDS PITTSBURGH PA                02/13",-64.18,DEBIT_CARD,19051.55,,
DEBIT,02/13/2026,"CVS/PHARMACY #03999 CARNEGIE PA              02/13",-6.50,DEBIT_CARD,19115.73,,
DEBIT,02/13/2026,"BJS WHOLESALE #388 BRIDGEVILLE PA            02/12",-107.91,DEBIT_CARD,19122.23,,
DEBIT,02/13/2026,"WOOFLES PREMIER PET R 412-249-8201 PA        02/12",-71.56,DEBIT_CARD,19230.14,,
DEBIT,02/13/2026,"GOOGLE *YouTubePremi g.co/helppay# CA        02/12",-24.60,DEBIT_CARD,19301.70,,
DEBIT,02/13/2026,"APPLE.COM/BILL 866-712-7753 CA               02/13",-3.20,DEBIT_CARD,19326.30,,
DEBIT,02/13/2026,"AMAZON MKTPL*T50CF1Q Amzn.com/bill WA        02/12",-29.20,DEBIT_CARD,19329.50,,
CREDIT,02/13/2026,"GOOGLE LLC       PAYROLL                    PPD ID: J770493581",77.53,ACH_CREDIT,19358.70,,
CREDIT,02/13/2026,"GOOGLE LLC       PAYROLL                    PPD ID: J770493581",3808.90,ACH_CREDIT,19281.17,,
DEBIT,02/12/2026,"Online Transfer to CHK ...0459 transaction#: 28050584699 02/12",-77.53,ACCT_XFER,15472.27,,
DEBIT,02/12/2026,"NON-CHASE ATM WITHDRAW               357574  02/12160 MILLE",-43.50,ATM,15549.80,,
DEBIT,02/12/2026,"MICROSOFT*REALMS JAVA REDMOND WA             02/12",-8.55,DEBIT_CARD,15593.30,,
CHECK,02/12/2026,"CHECK 101  ",-183.86,CHECK_PAID,15601.85,101,
DEBIT,02/12/2026,"MICROSOFT*REALMS JAVA REDMOND WA             02/12",-8.55,DEBIT_CARD,15785.71,,
DEBIT,02/12/2026,"PEACE OF MIND PSYCHIAT 412-3197866 PA        02/11",-20.00,DEBIT_CARD,15794.26,,
DEBIT,02/12/2026,"DNH*GODADDY 480-505-8855 AZ                  02/11",-52.98,DEBIT_CARD,15814.26,,
DEBIT,02/11/2026,"CONNECTED HEALTH WWW.CONNECTED PA            02/11",-240.00,DEBIT_CARD,15867.24,,
DEBIT,02/11/2026,"WOOFLES PREMIER PET R 412-249-8201 PA        02/10",-37.61,DEBIT_CARD,16107.24,,
DEBIT,02/11/2026,"BJS WHOLESALE #388 BRIDGEVILLE PA            02/10",-90.80,DEBIT_CARD,16144.85,,
DEBIT,02/11/2026,"SUNOCO 0501481601 BRIDGEVILLE PA             02/10",-8.11,DEBIT_CARD,16235.65,,
DEBIT,02/10/2026,"PAYPAL           INST XFER  STEAM GAMES     WEB ID: PAYPALSI77",-25.00,ACH_DEBIT,16243.76,,
DEBIT,02/10/2026,"SOLAR SERVICING  SURE PAY                   PPD ID: CSCSM67178",-220.80,ACH_DEBIT,16268.76,,
DEBIT,02/10/2026,"VENMO *samara padgitt Visa Direct NY         02/10",-50.00,DEBIT_CARD,16489.56,,
DEBIT,02/10/2026,"SOERGEL ORCHARDS WEXFORD PA                  02/09",-70.47,DEBIT_CARD,16539.56,,
DEBIT,02/10/2026,"CONNECTED HEALTH PHARM 724-9334320 PA        02/09",-41.00,DEBIT_CARD,16610.03,,
DEBIT,02/09/2026,"DOMESTIC INCOMING WIRE FEE",-15.00,FEE_TRANSACTION,16651.03,,
DEBIT,02/09/2026,"Online Transfer to CHK ...0459 transaction#: 28008900421 02/09",-261.20,ACCT_XFER,16666.03,,
DEBIT,02/09/2026,"COMCAST-XFINITY  CABLE SVCS                 PPD ID: 0000213249",-40.00,ACH_DEBIT,16927.23,,
DEBIT,02/09/2026,"BMWFINANCIAL SVS BMWFS PYMT                 PPD ID: 1222568977",-760.30,ACH_DEBIT,16967.23,,
DEBIT,02/09/2026,"BJS WHOLESALE #388 BRIDGEVILLE PA            02/08",-165.76,DEBIT_CARD,17727.53,,
DEBIT,02/09/2026,"DUNKIN #356242 412-321-0313 PA               02/08",-18.17,DEBIT_CARD,17893.29,,
DEBIT,02/09/2026,"TST* PLAZA AZTECA - ROB PITTSBURGH PA        02/09",-89.71,DEBIT_CARD,17911.46,,
DEBIT,02/09/2026,"GM Financial     GMF Pymt                   PPD ID: I522190781",-1487.10,ACH_DEBIT,18001.17,,
DEBIT,02/09/2026,"WOOFLES PREMIER PET R 412-249-8201 PA        02/06",-36.00,DEBIT_CARD,19488.27,,
DEBIT,02/09/2026,"GIANT EAGLE #1241 BRIDGEVILLE PA             02/06",-257.64,DEBIT_CARD,19524.27,,
CREDIT,02/09/2026,"Online Transfer from SAV ...9301 transaction#: 27987039908",4000.00,ACCT_XFER,19781.91,,
CREDIT,02/09/2026,"FEDWIRE CREDIT VIA: WELLS FARGO BANK, N.A./121000248 B/O: 1/ADAM BURSEY 3/US/BRIDGEVILLE,15017 2079,PA REF: CHASE NYC/CTR/BNF=ANN BURSEY OR ADAM DREW BURSEY BRIDGEVILLE PA 15017- 2079 US/AC-000009760616 RFB=NOTPROV IDED BBI=/CHGS/USD0,00/CHGS/USD0,00/ACC/9 76061674765 1/ADAM BURSEY 2/CELEBRA TION CIRCLE,1 IMAD: 0209I1B7031R008361 TRN: 0553971040FF",15781.91,WIRE_INCOMING,15781.91,,
