Details,Posting Date,Description,Amount,Type,Balance,Check or Slip #
DEBIT,02/20/2026,"WOOFLES PREMIER PET R 412-249-8201 PA        02/19",-36.00,DEBIT_CARD,10133.87,,
DEBIT,02/20/2026,"BJS WHOLESALE #388 BRIDGEVILLE PA            02/19",-157.66,DEBIT_CARD,10169.87,,
CREDIT,02/20/2026,"Online Transfer from CHK ...0459 transaction#: 28143878000",108.00,ACCT_XFER,10327.53,,
DEBIT,02/19/2026,"Netflix.com netflix.com CA                   02/19",-26.74,DEBIT_CARD,10219.53,,
DEBIT,02/19/2026,"TRACTOR SUPPLY   ONLINE PMT 601938573400596 WEB ID: CITICTP",-618.96,ACH_DEBIT,10246.27,,
DEBIT,02/19/2026,"WOOFLES PREMIER PET R 412-249-8201 PA        02/18",-36.00,DEBIT_CARD,10865.23,,
DEBIT,02/19/2026,"CANON HILL VETERINARY 724-7460128 PA         02/18",-1199.50,DEBIT_CARD,10901.23,,
DEBIT,02/19/2026,"SHANTI BLISS WELLNES WWW.SHANTIBLI PA        02/18",-40.00,DEBIT_CARD,12100.73,,
DEBIT,02/18/2026,"GIANT EAGLE #1241 BRIDGEVILLE PA             02/18",-84.76,DEBIT_CARD,12140.73,,
DEBIT,02/18/2026,"WENDYS 2361 BRIDGEVILLE PA                   02/18",-12.78,DEBIT_CARD,12225.49,,
DEBIT,02/18/2026,"ATM WITHDRAWAL                       008981  02/181163 WASH",-1100.00,ATM,12238.27,,
DEBIT,02/18/2026,"TROPICAL SMOOTHIE CAFE 240-3205530 VA        02/17",-10.96,DEBIT_CARD,13338.27,,
DEBIT,02/18/2026,"WOOFLES PREMIER PET R 412-249-8201 PA        02/17",-36.00,DEBIT_CARD,13349.23,,
DEBIT,02/18/2026,"APPLE.COM/BILL 866-712-7753 CA               02/18",-32.07,DEBIT_CARD,13385.23,,
DEBIT,02/18/2026,"GIANT EAGLE #1241 BRIDGEVILLE PA             02/17",-266.83,DEBIT_CARD,13417.30,,
DEBIT,02/18/2026,"PITTSBURGH MOBILE VET 141-25098215 PA        02/17",-1040.95,DEBIT_CARD,13684.13,,
DEBIT,02/17/2026,"NEWREZ-SHELLPOIN ACH PMT                    PPD ID: 6371542226",-2100.27,ACH_DEBIT,14725.08,,
DEBIT,02/17/2026,"PAYPAL           INST XFER  TRADERJACKS     WEB ID: PAYPALSI77",-60.00,ACH_DEBIT,16825.35,,
DEBIT,02/17/2026,"PAYPAL           INST XFER  TRADERJACKS     WEB ID: PAYPALSI77",-140.00,ACH_DEBIT,16885.35,,
DEBIT,02/17/2026,"CHASE CREDIT CRD AUTOPAY                    PPD ID: 4760039224",-168.00,ACH_DEBIT,17025.35,,
DEBIT,02/17/2026,"TRACTOR SUPPLY   AUTO PYMT  721910233980551 WEB ID: CITIAUTFDR",-250.00,MISC_DEBIT,17193.35,,
DEBIT,02/17/2026,"CONNECTED HEALTH WWW.CONNECTED PA            02/17",-477.00,DEBIT_CARD,17443.35,,
DEBIT,02/17/2026,"WOOFLES PREMIER PET R 412-249-8201 PA        02/16",-42.42,DEBIT_CARD,17920.35,,
DEBIT,02/17/2026,"VIOC 060142 WASHINGTON PA                    02/16",-143.06,DEBIT_CARD,17962.77,,
DEBIT,02/17/2026,"BJ'S FUEL #9388 BRIDGEVILLE PA               02/16",-71.90,DEBIT_CARD,18105.83,,
DEBIT,02/17/2026,"KITTRIDGE DERMATOLOGY PITTSBURGH PA          02/16",-135.00,DEBIT_CARD,18177.73,,
DEBIT,02/17/2026,"BJS WHOLESALE #388 BRIDGEVILLE PA            02/15",-112.44,DEBIT_CARD,18312.73,,
DEBIT,02/17/2026,"WOOFLES PREMIER PET R 412-249-8201 PA        02/14",-36.00,DEBIT_CARD,18425.17,,
DEBIT,02/17/2026,"COSTCO WHSE #0332 PITTSBURGH PA              02/14",-306.17,DEBIT_CARD,18461.17,,
DEBIT,02/17/2026,"APPLE.COM/BILL 866-712-7753 CA               02/14",-96.29,DEBIT_CARD,18767.34,,
DEBIT,02/17/2026,"PARKING IN PITTSBURGH 3 PITTSBURGH PA        02/14",-3.00,DEBIT_CARD,18863.63,,
DEBIT,02/17/2026,"Online Transfer to CHK ...4072 transaction#: 28074263635 02/17",-25.00,ACCT_XFER,18866.63,,
DEBIT,02/17/2026,"ROBINSON ANIMAL HOSPI MCKEES ROCKS PA        02/14",-55.40,DEBIT_CARD,18891.63,,
DEBIT,02/17/2026,"APPLE.COM/BILL 866-712-7753 CA               02/14",-23.52,DEBIT_CARD,18947.03,,
DEBIT,02/17/2026,"CHEWY.COM 786-320-7111 FL                    02/15",-59.96,DEBIT_CARD,18970.55,,
DEBIT,02/17/2026,"APPLE.COM/BILL 866-712-7753 CA               02/14",-21.04,DEBIT_CARD,19030.51,,
DEBIT,02/17/2026,"CLUBHOUSE CARDS PITTSBURGH PA                02/13",-64.18,DEBIT_CARD,19051.55,,
DEBIT,02/13/2026,"CVS/PHARMACY #03999 CARNEGIE PA              02/13",-6.50,DEBIT_CARD,19115.73,,
DEBIT,02/13/2026,"BJS WHOLESALE #388 BRIDGEVILLE PA            02/12",-107.91,DEBIT_CARD,19122.23,,
DEBIT,02/13/2026,"WOOFLES PREMIER PET R 412-249-8201 PA        02/12",-71.56,DEBIT_CARD,19230.14,,
DEBIT,02/13/2026,"GOOGLE *YouTubePremi g.co/helppay# CA        02/12",-24.60,DEBIT_CARD,19301.70,,
DEBIT,02/13/2026,"APPLE.COM/BILL 866-712-7753 CA               02/13",-3.20,DEBIT_CARD,19326.30,,
DEBIT,02/13/2026,"AMAZON MKTPL*T50CF1Q Amzn.com/bill WA        02/12",-29.20,DEBIT_CARD,19329.50,,
CREDIT,02/13/2026,"GOOGLE LLC       PAYROLL                    PPD ID: J770493581",77.53,ACH_CREDIT,19358.70,,
CREDIT,02/13/2026,"GOOGLE LLC       PAYROLL                    PPD ID: J770493581",3808.90,ACH_CREDIT,19281.17,,
DEBIT,02/12/2026,"Online Transfer to CHK ...0459 transaction#: 28050584699 02/12",-77.53,ACCT_XFER,15472.27,,
DEBIT,02/12/2026,"NON-CHASE ATM WITHDRAW               357574  02/12160 MILLE",-43.50,ATM,15549.80,,
DEBIT,02/12/2026,"MICROSOFT*REALMS JAVA REDMOND WA             02/12",-8.55,DEBIT_CARD,15593.30,,
CHECK,02/12/2026,"CHECK 101  ",-183.86,CHECK_PAID,15601.85,101,
DEBIT,02/12/2026,"MICROSOFT*REALMS JAVA REDMOND WA             02/12",-8.55,DEBIT_CARD,15785.71,,
DEBIT,02/12/2026,"PEACE OF MIND PSYCHIAT 412-3197866 PA        02/11",-20.00,DEBIT_CARD,15794.26,,
DEBIT,02/12/2026,"DNH*GODADDY 480-505-8855 AZ                  02/11",-52.98,DEBIT_CARD,15814.26,,
DEBIT,02/11/2026,"CONNECTED HEALTH WWW.CONNECTED PA            02/11",-240.00,DEBIT_CARD,15867.24,,
DEBIT,02/11/2026,"WOOFLES PREMIER PET R 412-249-8201 PA        02/10",-37.61,DEBIT_CARD,16107.24,,
DEBIT,02/11/2026,"BJS WHOLESALE #388 BRIDGEVILLE PA            02/10",-90.80,DEBIT_CARD,16144.85,,
DEBIT,02/11/2026,"SUNOCO 0501481601 BRIDGEVILLE PA             02/10",-8.11,DEBIT_CARD,16235.65,,
DEBIT,02/10/2026,"PAYPAL           INST XFER  STEAM GAMES     WEB ID: PAYPALSI77",-25.00,ACH_DEBIT,16243.76,,
DEBIT,02/10/2026,"SOLAR SERVICING  SURE PAY                   PPD ID: CSCSM67178",-220.80,ACH_DEBIT,16268.76,,
DEBIT,02/10/2026,"VENMO *samara padgitt Visa Direct NY         02/10",-50.00,DEBIT_CARD,16489.56,,
DEBIT,02/10/2026,"SOERGEL ORCHARDS WEXFORD PA                  02/09",-70.47,DEBIT_CARD,16539.56,,
DEBIT,02/10/2026,"CONNECTED HEALTH PHARM 724-9334320 PA        02/09",-41.00,DEBIT_CARD,16610.03,,
DEBIT,02/09/2026,"DOMESTIC INCOMING WIRE FEE",-15.00,FEE_TRANSACTION,16651.03,,
DEBIT,02/09/2026,"Online Transfer to CHK ...0459 transaction#: 28008900421 02/09",-261.20,ACCT_XFER,16666.03,,
DEBIT,02/09/2026,"COMCAST-XFINITY  CABLE SVCS                 PPD ID: 0000213249",-40.00,ACH_DEBIT,16927.23,,
DEBIT,02/09/2026,"BMWFINANCIAL SVS BMWFS PYMT                 PPD ID: 1222568977",-760.30,ACH_DEBIT,16967.23,,
DEBIT,02/09/2026,"BJS WHOLESALE #388 BRIDGEVILLE PA            02/08",-165.76,DEBIT_CARD,17727.53,,
DEBIT,02/09/2026,"DUNKIN #356242 412-321-0313 PA               02/08",-18.17,DEBIT_CARD,17893.29,,
DEBIT,02/09/2026,"TST* PLAZA AZTECA - ROB PITTSBURGH PA        02/09",-89.71,DEBIT_CARD,17911.46,,
DEBIT,02/09/2026,"GM Financial     GMF Pymt                   PPD ID: I522190781",-1487.10,ACH_DEBIT,18001.17,,
DEBIT,02/09/2026,"WOOFLES PREMIER PET R 412-249-8201 PA        02/06",-36.00,DEBIT_CARD,19488.27,,
DEBIT,02/09/2026,"GIANT EAGLE #1241 BRIDGEVILLE PA             02/06",-257.64,DEBIT_CARD,19524.27,,
CREDIT,02/09/2026,"Online Transfer from SAV ...9301 transaction#: 27987039908",4000.00,ACCT_XFER,19781.91,,
CREDIT,02/09/2026,"FEDWIRE CREDIT VIA: WELLS FARGO BANK, N.A./121000248 B/O: 1/ADAM BURSEY 3/US/BRIDGEVILLE,15017 2079,PA REF: CHASE NYC/CTR/BNF=ANN BURSEY OR ADAM DREW BURSEY BRIDGEVILLE PA 15017- 2079 US/AC-000009760616 RFB=NOTPROV IDED BBI=/CHGS/USD0,00/CHGS/USD0,00/ACC/9 76061674765 1/ADAM BURSEY 2/CELEBRA TION CIRCLE,1 IMAD: 0209I1B7031R008361 TRN: 0553971040FF",15781.91,WIRE_INCOMING,15781.91,,
CHECK,02/06/2026,"CHECK 142  ",-185.21,CHECK_PAID,0.00,142,
DEBIT,02/06/2026,"PAYPAL           INST XFER  SWEETHERBME SWE WEB ID: PAYPALSI77",-69.00,ACH_DEBIT,185.21,,
DEBIT,02/06/2026,"CVS/PHARMACY #03999 CARNEGIE PA              02/06",-10.00,DEBIT_CARD,254.21,,
DEBIT,02/06/2026,"Online Payment 27622361022 To Washington Financial Bank 02/06",-6345.06,BILLPAY,264.21,,
DEBIT,02/06/2026,"WOOFLES PREMIER PET R 412-249-8201 PA        02/05",-36.00,DEBIT_CARD,6609.27,,
DEBIT,02/06/2026,"DUNKIN' MOBILE 800-447-0013 MA               02/05",-5.00,DEBIT_CARD,6645.27,,
DEBIT,02/06/2026,"BJ'S FUEL #9388 BRIDGEVILLE PA               02/05",-82.24,DEBIT_CARD,6650.27,,
CREDIT,02/06/2026,"Online Transfer from SAV ...9301 transaction#: 27973258385",2000.00,ACCT_XFER,6732.51,,
CREDIT,02/06/2026,"ODP TRANSFER FROM SAVINGS ...9301",1134.78,MISC_CREDIT,4732.51,,
CHECK,02/05/2026,"CHECK 141  ",-10.80,CHECK_PAID,3597.73,141,
DEBIT,02/05/2026,"JFI*PREMIER MARTIAL AR justifi.ai PA         02/05",-194.00,DEBIT_CARD,3608.53,,
DEBIT,02/05/2026,"Online Transfer to  CHK ...4072 transaction#: 27629853221 02/05",-500.00,ACCT_XFER,3802.53,,
DEBIT,02/05/2026,"Online Transfer to  CHK ...0459 transaction#: 27529641505 02/05",-500.00,ACCT_XFER,4302.53,,
DEBIT,02/05/2026,"WOOFLES PREMIER PET R 412-249-8201 PA        02/04",-36.00,DEBIT_CARD,4802.53,,
DEBIT,02/05/2026,"GIANT EAGLE #1241 BRIDGEVILLE PA             02/04",-306.24,DEBIT_CARD,4838.53,,
DEBIT,02/05/2026,"PEACE OF MIND PSYCHIAT 412-3197866 PA        02/04",-60.00,DEBIT_CARD,5144.77,,
DEBIT,02/04/2026,"SHANTI BLISS WELLNES WWW.SHANTIBLI PA        02/04",-20.00,DEBIT_CARD,5204.77,,
DEBIT,02/04/2026,"Online Payment 27587702987 To Northwest 02/04",-200.00,BILLPAY,5224.77,,
DEBIT,02/04/2026,"WOOFLES PREMIER PET R 412-249-8201 PA        02/03",-44.35,DEBIT_CARD,5424.77,,
DEBIT,02/04/2026,"CVS/PHARMACY #03999 CARNEGIE PA              02/03",-14.10,DEBIT_CARD,5469.12,,
DEBIT,02/04/2026,"WHOLEFDS SHL #10242 UPPER SAINT C PA         02/03",-133.79,DEBIT_CARD,5483.22,,
DEBIT,02/04/2026,"AMAZON MKTPL*XR3MS7T Amzn.com/bill WA        02/03",-53.56,DEBIT_CARD,5617.01,,
DEBIT,02/04/2026,"Amazon.com*5G8DW5BF3 Amzn.com/bill WA        02/03",-28.96,DEBIT_CARD,5670.57,,
DEBIT,02/03/2026,"APPLE.COM/BILL 866-712-7753 CA               02/03",-5.34,DEBIT_CARD,5699.53,,
DEBIT,02/03/2026,"APPLE.COM/BILL 866-712-7753 CA               02/03",-10.69,DEBIT_CARD,5704.87,,
DEBIT,02/03/2026,"APPLE.COM/BILL 866-712-7753 CA               02/03",-53.49,DEBIT_CARD,5715.56,,
DEBIT,02/03/2026,"APPLE.COM/BILL 866-712-7753 CA               02/03",-21.39,DEBIT_CARD,5769.05,,
DEBIT,02/03/2026,"WOOFLES PREMIER PET R 412-249-8201 PA        02/02",-36.00,DEBIT_CARD,5790.44,,
DEBIT,02/03/2026,"SALLY BEAUTY #0493 BRIDGEVILLE PA            02/02",-13.90,DEBIT_CARD,5826.44,,
DEBIT,02/03/2026,"CANON HILL VETERINARY 724-7460128 PA         02/02",-75.00,DEBIT_CARD,5840.34,,
DEBIT,02/03/2026,"Amazon.com*5I1FQ9KZ3 Amzn.com/bill WA        02/02",-30.81,DEBIT_CARD,5915.34,,
DEBIT,02/03/2026,"IPHONE CITIZ*PMT 16 OF 888-2016306 CT        02/02",-62.41,DEBIT_CARD,5946.15,,
DEBIT,02/02/2026,"Online Payment 27509558329 To Northwest 02/02",-200.00,BILLPAY,6008.56,,
DEBIT,02/02/2026,"VERIZON*RECURRING PAY 800-VERIZON FL         02/02",-89.99,DEBIT_CARD,6208.56,,
DEBIT,02/02/2026,"APPLECARD GSBANK PAYMENT    466580          WEB ID: 9999999999",-38.00,ACH_DEBIT,6298.55,,
DEBIT,02/02/2026,"BJS WHOLESALE #388 BRIDGEVILLE PA            02/01",-133.67,DEBIT_CARD,6336.55,,
DEBIT,02/02/2026,"APPLE.COM/BILL 866-712-7753 CA               02/01",-10.69,DEBIT_CARD,6470.22,,
DEBIT,02/02/2026,"DUNKIN #356242 412-321-0313 PA               02/01",-4.34,DEBIT_CARD,6480.91,,
DEBIT,02/02/2026,"BRILLIANT.ORG - EDU BRILLIANT.ORG CA         01/31",-29.95,DEBIT_CARD,6485.25,,
DEBIT,02/02/2026,"BRILLIANT.ORG - EDU BRILLIANT.ORG CA         01/31",-29.95,DEBIT_CARD,6515.20,,
DEBIT,02/02/2026,"THE ORIGINAL PANCAKE H PITTSBURGH PA         01/31",-55.14,DEBIT_CARD,6545.15,,
DEBIT,02/02/2026,"DUNKIN #356242 412-321-0313 PA               01/31",-4.34,DEBIT_CARD,6600.29,,
DEBIT,02/02/2026,"FirstEnergy      OPCO-ACH                   PPD ID: 1341968288",-509.58,ACH_DEBIT,6604.63,,
DEBIT,02/02/2026,"CHEWY.COM 786-320-7111 FL                    02/01",-59.96,DEBIT_CARD,7114.21,,
DEBIT,02/02/2026,"TROPICAL SMOOTHIE CAFE 312-5432155 PA        01/30",-11.43,DEBIT_CARD,7174.17,,
DEBIT,02/02/2026,"APPLE.COM/BILL 866-712-7753 CA               01/30",-5.34,DEBIT_CARD,7185.60,,
CREDIT,02/02/2026,"Online Transfer from CHK ...0459 transaction#: 27925295421",108.00,ACCT_XFER,7190.94,,
